"order_id","order_date","product_name","category_name","quantity","sale_amount","profit","ship_country","customer"
10421,1997-01-21,Gumbär Gummibärchen,Confections,30,746.9999885559082,-30.89996337890625,Brazil,Que Delícia
10421,1997-01-21,Perth Pasties,Meat/Poultry,15,334.0500073850154,-73.95003325939172,Brazil,Que Delícia
10421,1997-01-21,Original Frankfurter grüne Soße,Condiments,10,88.39999613761904,-13.499996960163116,Brazil,Que Delícia
10422,1997-01-22,Gumbär Gummibärchen,Confections,2,49.79999923706055,-2.05999755859375,Italy,Franchi S.p.A.
10423,1997-01-23,Gorgonzola Telino,Dairy Products,14,140.0,17.640003204345703,Brazil,Gourmet Lanchonetes
10423,1997-01-23,Raclette Courdavault,Dairy Products,20,880.0,202.6000213623047,Brazil,Gourmet Lanchonetes
10424,1997-01-23,Steeleye Stout,Beverages,60,691.1999791145325,-191.40001237392426,Canada,Mère Paillarde
10424,1997-01-23,Côte de Blaye,Beverages,49,8263.360088845491,-1894.3403674587607,Canada,Mère Paillarde
10424,1997-01-23,Scottish Longbreads,Confections,30,239.99999910593033,-27.60000340640545,Canada,Mère Paillarde
10425,1997-01-24,Pâté chinois,Meat/Poultry,10,144.0000057220459,-66.80000305175781,France,La maison d'Asie
10425,1997-01-24,Lakkalikööri,Beverages,20,215.9999942779541,-83.19999694824219,France,La maison d'Asie
10426,1997-01-27,Gnocchi di nonna Alice,Grains/Cereals,5,151.99999809265137,34.60000038146973,Spain,Galería del gastrónomo
10426,1997-01-27,Wimmers gute Semmelknödel,Grains/Cereals,7,186.2000026702881,28.0,Spain,Galería del gastrónomo
10427,1997-01-27,Tofu,Produce,35,651.0000133514404,-5.950002670288086,Austria,Piccolo und mehr
10428,1997-01-28,Spegesild,Seafood,20,192.00000762939453,37.99999237060547,Italy,Reggiani Caseifici
10429,1997-01-29,Valkoinen suklaa,Confections,40,520.0,22.79998779296875,Ireland,Hungry Owl All-Night Grocers
10429,1997-01-29,Vegie-spread,Condiments,35,921.3749599456787,-331.274938583374,Ireland,Hungry Owl All-Night Grocers
10430,1997-01-30,Alice Mutton,Meat/Poultry,45,1123.2000232815742,-98.10005329549313,Austria,Ernst Handel
10430,1997-01-30,Sir Rodney's Scones,Confections,50,400.0,80.9999942779541,Austria,Ernst Handel
10430,1997-01-30,Gnocchi di nonna Alice,Grains/Cereals,30,911.9999885559082,207.60000228881836,Austria,Ernst Handel
10430,1997-01-30,Raclette Courdavault,Dairy Products,70,2463.9999908208847,-60.89993670582771,Austria,Ernst Handel
10431,1997-01-30,Alice Mutton,Meat/Poultry,50,1170.0000286102295,-206.50005340576172,Canada,Bottom-Dollar Markets
10431,1997-01-30,Boston Crab Meat,Seafood,50,551.2499928474426,-135.00001430511475,Canada,Bottom-Dollar Markets
10431,1997-01-30,Zaanse koeken,Confections,30,170.9999978542328,-85.35000801086426,Canada,Bottom-Dollar Markets
10432,1997-01-31,Gumbär Gummibärchen,Confections,10,248.99999618530273,-10.29998779296875,USA,Split Rail Beer & Ale
10432,1997-01-31,Tourtière,Meat/Poultry,40,236.00000381469727,4.399986267089844,USA,Split Rail Beer & Ale
10433,1997-02-03,Gnocchi di nonna Alice,Grains/Cereals,28,851.1999893188477,193.76000213623047,Portugal,Princesa Isabel Vinhos
10434,1997-02-03,Queso Cabrales,Dairy Products,6,100.79999542236328,2.7599945068359375,Sweden,Folk och fä HB
10434,1997-02-03,Lakkalikööri,Beverages,18,220.31999261856083,-42.47999918460846,Sweden,Folk och fä HB
10435,1997-02-04,Chang,Beverages,10,151.99999809265137,-5.599994659423828,UK,Consolidated Holdings
10435,1997-02-04,Gustaf's Knäckebröd,Grains/Cereals,12,201.59999084472656,42.59999084472656,UK,Consolidated Holdings
10435,1997-02-04,Mozzarella di Giovanni,Dairy Products,10,277.99999237060547,-5.300025939941406,UK,Consolidated Holdings
10436,1997-02-05,Spegesild,Seafood,5,48.00000190734863,9.499998092651367,France,Blondesddsl père et fils
10436,1997-02-05,Gnocchi di nonna Alice,Grains/Cereals,40,1094.3999844551086,124.80000078678131,France,Blondesddsl père et fils
10436,1997-02-05,Wimmers gute Semmelknödel,Grains/Cereals,30,718.2000091105699,20.24999851360917,France,Blondesddsl père et fils
10436,1997-02-05,Rhönbräu Klosterbier,Beverages,24,133.91999565839768,-24.84000577032566,France,Blondesddsl père et fils
10437,1997-02-05,Perth Pasties,Meat/Poultry,15,393.0000114440918,-0.15003204345703125,Finland,Wartian Herkku
10438,1997-02-06,Teatime Chocolate Biscuits,Confections,15,87.60000196248292,-21.00000613331794,Germany,Toms Spezialitäten
10438,1997-02-06,Sasquatch Ale,Beverages,20,179.19999628067018,-5.799996256828308,Germany,Toms Spezialitäten
10438,1997-02-06,Ravioli Angelo,Grains/Cereals,15,187.20000388026236,-22.949988283216953,Germany,Toms Spezialitäten
10439,1997-02-07,Queso Manchego La Pastora,Dairy Products,15,455.9999942779541,13.64999771118164,Canada,Mère Paillarde
10439,1997-02-07,Pavlova,Confections,16,222.39999389648438,-3.839996337890625,Canada,Mère Paillarde
10439,1997-02-07,Wimmers gute Semmelknödel,Grains/Cereals,6,159.60000228881836,24.0,Canada,Mère Paillarde
10439,1997-02-07,Longlife Tofu,Produce,30,240.0,-14.100008010864258,Canada,Mère Paillarde
10440,1997-02-10,Chang,Beverages,45,581.3999886274338,-153.44998106360435,USA,Save-a-lot Markets
10440,1997-02-10,Pavlova,Confections,49,578.9349800521136,-140.0174994888904,USA,Save-a-lot Markets
10440,1997-02-10,Thüringer Rostbratwurst,Meat/Poultry,24,2019.5999858379364,-252.68399903154386,USA,Save-a-lot Markets
10440,1997-02-10,Sirop d'érable,Condiments,90,1744.1999294042591,-36.449939757585526,USA,Save-a-lot Markets
10441,1997-02-10,Schoggi Schokolade,Confections,50,1754.9999237060547,368.0000305175781,USA,Old World Delicatessen
10442,1997-02-11,Queso Cabrales,Dairy Products,30,503.9999771118164,13.799972534179688,Austria,Ernst Handel
10442,1997-02-11,Tourtière,Meat/Poultry,80,472.00000762939453,8.799972534179688,Austria,Ernst Handel
10442,1997-02-11,Louisiana Hot Spiced Okra,Condiments,60,816.0000228881836,151.2000274658203,Austria,Ernst Handel
10443,1997-02-12,Queso Cabrales,Dairy Products,6,80.63999603748323,-22.440005868673325,Italy,Reggiani Caseifici
10443,1997-02-12,Rössle Sauerkraut,Produce,12,436.8000183105469,23.759994506835938,Italy,Reggiani Caseifici
10444,1997-02-12,Alice Mutton,Meat/Poultry,10,312.00000762939453,56.199989318847656,Sweden,Berglunds snabbköp
10444,1997-02-12,Gumbär Gummibärchen,Confections,15,373.4999942779541,-15.449981689453125,Sweden,Berglunds snabbköp
10444,1997-02-12,Steeleye Stout,Beverages,8,115.19999694824219,3.279998779296875,Sweden,Berglunds snabbköp
10444,1997-02-12,Jack's New England Clam Chowder,Seafood,30,230.9999942779541,-4.200010299682617,Sweden,Berglunds snabbköp
10445,1997-02-13,Chartreuse verte,Beverages,6,86.39999771118164,12.540000915527344,Sweden,Berglunds snabbköp
10445,1997-02-13,Tourtière,Meat/Poultry,15,88.50000143051147,1.6499948501586914,Sweden,Berglunds snabbköp
10446,1997-02-14,Teatime Chocolate Biscuits,Confections,12,78.84000192940235,-5.760004971027371,Germany,Toms Spezialitäten
10446,1997-02-14,Guaraná Fantástica,Beverages,20,64.79999817609787,5.000000819563866,Germany,Toms Spezialitäten
10446,1997-02-14,Gorgonzola Telino,Dairy Products,3,26.999999955296516,0.030000630766153336,Germany,Toms Spezialitäten
10446,1997-02-14,Filo Mix,Grains/Cereals,15,75.59999858736992,-3.1500035896897316,Germany,Toms Spezialitäten
10447,1997-02-14,Teatime Chocolate Biscuits,Confections,40,292.00000762939453,17.59998321533203,Brazil,Ricardo Adocicados
10447,1997-02-14,Louisiana Fiery Hot Pepper Sauce,Condiments,35,587.9999732971191,32.549943923950195,Brazil,Ricardo Adocicados
10447,1997-02-14,Flotemysost,Dairy Products,2,34.400001525878906,6.5800018310546875,Brazil,Ricardo Adocicados
10448,1997-02-17,Gumbär Gummibärchen,Confections,6,149.39999771118164,-6.17999267578125,Argentina,Rancho grande
10448,1997-02-17,Boston Crab Meat,Seafood,20,293.99999618530273,37.99999237060547,Argentina,Rancho grande
10449,1997-02-18,Ikura,Seafood,14,347.19998931884766,38.780006408691406,France,Blondesddsl père et fils
10449,1997-02-18,Filo Mix,Grains/Cereals,20,111.99999809265137,9.799995422363281,France,Blondesddsl père et fils
10449,1997-02-18,Tarte au sucre,Confections,35,1379.0000534057617,74.1999626159668,France,Blondesddsl père et fils
10450,1997-02-19,Ikura,Seafood,20,396.7999863147736,-68.59999269247055,France,Victuailles en stock
10450,1997-02-19,Tourtière,Meat/Poultry,6,28.32000035226345,-8.280001964271065,France,Victuailles en stock
10451,1997-02-19,Pâté chinois,Meat/Poultry,120,2073.600078964233,-369.6000409126282,Germany,QUICK-Stop
10451,1997-02-19,Wimmers gute Semmelknödel,Grains/Cereals,35,837.9000106289983,23.624998265877366,Germany,QUICK-Stop
10451,1997-02-19,Louisiana Fiery Hot Pepper Sauce,Condiments,28,423.3599800729752,-32.900043602883784,Germany,QUICK-Stop
10451,1997-02-19,Original Frankfurter grüne Soße,Condiments,55,514.7999802649022,-38.499980084598064,Germany,QUICK-Stop
10452,1997-02-20,Rössle Sauerkraut,Produce,15,546.0000228881836,29.699993133544922,USA,Save-a-lot Markets
10452,1997-02-20,Gula Malacca,Condiments,100,1472.49999884516,49.75011680647731,USA,Save-a-lot Markets
10453,1997-02-21,Chocolade,Confections,15,137.6999971970916,-6.075002001598477,UK,Around the Horn
10453,1997-02-21,Outback Lager,Beverages,25,269.99999955296516,-2.749991975724697,UK,Around the Horn
10454,1997-02-21,Pavlova,Confections,20,222.39999306797984,-74.59999951422219,France,La maison d'Asie
10454,1997-02-21,Geitost,Dairy Products,20,31.99999988079071,-9.000001102685928,France,La maison d'Asie
10454,1997-02-21,Spegesild,Seafood,10,76.8000027656555,-5.000004172325134,France,La maison d'Asie
10455,1997-02-24,Chartreuse verte,Beverages,20,287.99999237060547,41.80000305175781,Finland,Wartian Herkku
10455,1997-02-24,Perth Pasties,Meat/Poultry,50,1310.0000381469727,-0.5001068115234375,Finland,Wartian Herkku
10455,1997-02-24,Sirop d'érable,Condiments,25,569.9999809265137,96.75002098083496,Finland,Wartian Herkku
10455,1997-02-24,Flotemysost,Dairy Products,30,516.0000228881836,98.70002746582031,Finland,Wartian Herkku
10456,1997-02-25,Sir Rodney's Scones,Confections,40,271.99999809265137,4.79999303817749,Germany,Königlich Essen
10456,1997-02-25,Maxilaku,Confections,21,285.59999799728394,-80.64000570774078,Germany,Königlich Essen
10457,1997-02-25,Raclette Courdavault,Dairy Products,36,1584.0,364.68003845214844,Germany,Königlich Essen
10458,1997-02-26,Gumbär Gummibärchen,Confections,30,746.9999885559082,-30.89996337890625,Belgium,Suprêmes délices
10458,1997-02-26,Rössle Sauerkraut,Produce,30,1092.0000457763672,59.399986267089844,Belgium,Suprêmes délices
10458,1997-02-26,Ipoh Coffee,Beverages,20,735.9999847412109,20.5999755859375,Belgium,Suprêmes délices
10458,1997-02-26,Gnocchi di nonna Alice,Grains/Cereals,15,455.9999942779541,103.80000114440918,Belgium,Suprêmes délices
10458,1997-02-26,Flotemysost,Dairy Products,50,860.0000381469727,164.5000457763672,Belgium,Suprêmes délices
10459,1997-02-27,Uncle Bob's Organic Dried Pears,Produce,16,364.7999997138977,-4.480011343955994,France,Victuailles en stock
10459,1997-02-27,Spegesild,Seafood,20,182.40000710487365,25.999992191791534,France,Victuailles en stock
10459,1997-02-27,Mozzarella di Giovanni,Dairy Products,40,1111.9999694824219,-21.200103759765625,France,Victuailles en stock
10460,1997-02-28,Scottish Longbreads,Confections,21,157.5,-32.44500160217285,Sweden,Folk och fä HB
10460,1997-02-28,Rhönbräu Klosterbier,Beverages,4,18.59999942779541,-8.790000915527344,Sweden,Folk och fä HB
10461,1997-02-28,Sir Rodney's Scones,Confections,40,240.0,-35.20000457763672,Venezuela,LILA-Supermercado
10461,1997-02-28,Nord-Ost Matjeshering,Seafood,28,434.7000160217285,-197.1899871826172,Venezuela,LILA-Supermercado
10461,1997-02-28,Pâté chinois,Meat/Poultry,60,864.0000343322754,-400.8000183105469,Venezuela,LILA-Supermercado
10462,1997-03-03,Konbu,Seafood,1,4.800000190734863,-0.13000011444091797,UK,Consolidated Holdings
10462,1997-03-03,Tunnbröd,Grains/Cereals,21,151.19999599456787,4.829990386962891,UK,Consolidated Holdings
10463,1997-03-04,Teatime Chocolate Biscuits,Confections,21,153.30000400543213,9.239991188049316,Belgium,Suprêmes délices
10463,1997-03-04,Singaporean Hokkien Fried Mee,Grains/Cereals,50,559.9999904632568,75.0,Belgium,Suprêmes délices
10464,1997-03-04,Chef Anton's Cajun Seasoning,Condiments,16,225.28000404357908,-85.75998640060425,Portugal,Furia Bacalhau e Frutos do Mar
10464,1997-03-04,Ipoh Coffee,Beverages,3,110.39999771118164,3.089996337890625,Portugal,Furia Bacalhau e Frutos do Mar
10464,1997-03-04,Gnocchi di nonna Alice,Grains/Cereals,30,729.5999881267549,-20.400001108646393,Portugal,Furia Bacalhau e Frutos do Mar
10464,1997-03-04,Camembert Pierrot,Dairy Products,20,544.0000152587891,-33.600006103515625,Portugal,Furia Bacalhau e Frutos do Mar
10465,1997-03-05,Guaraná Fantástica,Beverages,25,89.99999761581421,17.500001192092896,Denmark,Vaffeljernet
10465,1997-03-05,Thüringer Rostbratwurst,Meat/Poultry,18,1603.799997344613,-78.10198848876371,Denmark,Vaffeljernet
10465,1997-03-05,Boston Crab Meat,Seafood,20,293.99999618530273,37.99999237060547,Denmark,Vaffeljernet
10465,1997-03-05,Rogede sild,Seafood,30,205.19999708533288,27.300003580749035,Denmark,Vaffeljernet
10465,1997-03-05,Valkoinen suklaa,Confections,25,325.0,14.249992370605469,Denmark,Vaffeljernet
10466,1997-03-06,Queso Cabrales,Dairy Products,10,167.99999237060547,4.5999908447265625,Brazil,Comércio Mineiro
10466,1997-03-06,Spegesild,Seafood,5,48.00000190734863,9.499998092651367,Brazil,Comércio Mineiro
10467,1997-03-06,Guaraná Fantástica,Beverages,28,100.79999732971191,19.600001335144043,Italy,Magazzini Alimentari Riuniti
10467,1997-03-06,NuNuCa Nuß-Nougat-Creme,Confections,12,134.39999771118164,-1.0800018310546875,Italy,Magazzini Alimentari Riuniti
10468,1997-03-07,Nord-Ost Matjeshering,Seafood,8,165.60000610351562,-4.55999755859375,Germany,Königlich Essen
10468,1997-03-07,Ipoh Coffee,Beverages,15,551.9999885559082,15.449981689453125,Germany,Königlich Essen
10469,1997-03-10,Chang,Beverages,40,516.7999898910523,-136.39998316764832,USA,White Clover Markets
10469,1997-03-10,Pavlova,Confections,35,413.52498575150975,-100.01249963492171,USA,White Clover Markets
10469,1997-03-10,Gula Malacca,Condiments,2,26.3499998152256,-2.894998019337663,USA,White Clover Markets
10470,1997-03-11,Carnarvon Tigers,Seafood,30,1500.0,293.10001373291016,France,Bon app'
10470,1997-03-11,Tunnbröd,Grains/Cereals,15,107.99999713897705,3.449993133544922,France,Bon app'
10470,1997-03-11,Wimmers gute Semmelknödel,Grains/Cereals,8,212.8000030517578,32.0,France,Bon app'
10471,1997-03-11,Uncle Bob's Organic Dried Pears,Produce,30,720.0,36.599979400634766,UK,B's Beverages
10471,1997-03-11,Gnocchi di nonna Alice,Grains/Cereals,20,607.9999923706055,138.4000015258789,UK,B's Beverages
10472,1997-03-12,Guaraná Fantástica,Beverages,80,273.59999253749845,38.000003546476364,UK,Seven Seas Imports
10472,1997-03-12,Manjimup Dried Apples,Produce,18,763.2000274658203,27.899986267089844,UK,Seven Seas Imports
10473,1997-03-13,Geitost,Dairy Products,12,24.0,0.5999994277954102,UK,Island Trading
10473,1997-03-13,Flotemysost,Dairy Products,12,206.40000915527344,39.480010986328125,UK,Island Trading
10474,1997-03-13,Tofu,Produce,12,223.20000457763672,-2.0400009155273438,Mexico,Pericles Comidas clásicas
10474,1997-03-13,Rössle Sauerkraut,Produce,18,655.2000274658203,35.639991760253906,Mexico,Pericles Comidas clásicas
10474,1997-03-13,Boston Crab Meat,Seafood,21,308.69999599456787,39.89999198913574,Mexico,Pericles Comidas clásicas
10474,1997-03-13,Rhönbräu Klosterbier,Beverages,10,61.99999809265137,-2.6000022888183594,Mexico,Pericles Comidas clásicas
10475,1997-03-14,Gorgonzola Telino,Dairy Products,35,297.49999791383743,-21.52499459683895,Belgium,Suprêmes délices
10475,1997-03-14,Louisiana Hot Spiced Okra,Condiments,60,693.6000145912169,-1.7999786138534546,Belgium,Suprêmes délices
10475,1997-03-14,Lakkalikööri,Beverages,42,514.0799827766419,-99.11999809741974,Belgium,Suprêmes délices
10476,1997-03-17,Pâté chinois,Meat/Poultry,2,36.48000142097473,-3.7600006461143494,Venezuela,HILARION-Abastos
10476,1997-03-17,Outback Lager,Beverages,12,144.0,16.680004119873047,Venezuela,HILARION-Abastos
10477,1997-03-17,Chai,Beverages,15,215.9999942779541,-5.999994277954102,Portugal,Princesa Isabel Vinhos
10477,1997-03-17,Sir Rodney's Scones,Confections,21,126.0,-18.480002403259277,Portugal,Princesa Isabel Vinhos
10477,1997-03-17,Chartreuse verte,Beverages,20,215.9999942779541,-48.19999694824219,Portugal,Princesa Isabel Vinhos
10478,1997-03-18,Ikura,Seafood,20,471.1999851346016,24.40000869333744,France,Victuailles en stock
10479,1997-03-19,Côte de Blaye,Beverages,30,6324.000091552734,421.1997985839844,USA,Rattlesnake Canyon Grocery
10479,1997-03-19,Perth Pasties,Meat/Poultry,28,733.6000213623047,-0.280059814453125,USA,Rattlesnake Canyon Grocery
10479,1997-03-19,Raclette Courdavault,Dairy Products,60,2640.0,607.8000640869141,USA,Rattlesnake Canyon Grocery
10479,1997-03-19,Wimmers gute Semmelknödel,Grains/Cereals,30,798.0000114440918,120.0,USA,Rattlesnake Canyon Grocery
10480,1997-03-20,Zaanse koeken,Confections,30,227.99999713897705,-14.100008010864258,France,Folies gourmandes
10480,1997-03-20,Raclette Courdavault,Dairy Products,12,528.0,121.56001281738281,France,Folies gourmandes
10481,1997-03-20,Maxilaku,Confections,24,384.0,-20.160003662109375,Brazil,Ricardo Adocicados
10481,1997-03-20,Camembert Pierrot,Dairy Products,40,1088.0000305175781,-67.20001220703125,Brazil,Ricardo Adocicados
10482,1997-03-21,Boston Crab Meat,Seafood,10,146.99999809265137,18.999996185302734,USA,Lazy K Kountry Store
10483,1997-03-24,Sasquatch Ale,Beverages,35,372.39999336600306,63.35000764578581,USA,White Clover Markets
10483,1997-03-24,Original Frankfurter grüne Soße,Condiments,30,296.3999888956547,-1.4999888464808464,USA,White Clover Markets
10484,1997-03-24,Sir Rodney's Scones,Confections,14,112.0,22.67999839782715,UK,B's Beverages
10484,1997-03-24,Boston Crab Meat,Seafood,10,146.99999809265137,18.999996185302734,UK,B's Beverages
10484,1997-03-24,Manjimup Dried Apples,Produce,3,127.20000457763672,4.649997711181641,UK,B's Beverages
10485,1997-03-25,Chang,Beverages,20,273.59999611377714,-49.19998988509178,Venezuela,LINO-Delicateses
10485,1997-03-25,Aniseed Syrup,Condiments,20,143.99999976158142,6.2000080943107605,Venezuela,LINO-Delicateses
10485,1997-03-25,Pâté chinois,Meat/Poultry,30,518.4000197410583,-92.40001022815704,Venezuela,LINO-Delicateses
10485,1997-03-25,Outback Lager,Beverages,60,647.9999989271164,-6.599980741739273,Venezuela,LINO-Delicateses
10486,1997-03-26,Queso Cabrales,Dairy Products,5,83.99999618530273,2.2999954223632812,Venezuela,HILARION-Abastos
10486,1997-03-26,Manjimup Dried Apples,Produce,25,1060.0000381469727,38.74998092651367,Venezuela,HILARION-Abastos
10486,1997-03-26,Longlife Tofu,Produce,16,128.0,-7.5200042724609375,Venezuela,HILARION-Abastos
10487,1997-03-26,Teatime Chocolate Biscuits,Confections,5,36.500000953674316,2.199997901916504,Brazil,Queen Cozinha
10487,1997-03-26,Gumbär Gummibärchen,Confections,30,746.9999885559082,-30.89996337890625,Brazil,Queen Cozinha
10487,1997-03-26,Tourtière,Meat/Poultry,24,106.20000171661377,-42.060007095336914,Brazil,Queen Cozinha
10488,1997-03-27,Raclette Courdavault,Dairy Products,30,1320.0,303.90003204345703,Germany,Frankenversand
10488,1997-03-27,Röd Kaviar,Seafood,20,191.99999928474426,-23.600006997585297,Germany,Frankenversand
10489,1997-03-28,Queso Cabrales,Dairy Products,15,188.99999141693115,-71.85001373291016,Austria,Piccolo und mehr
10489,1997-03-28,Pavlova,Confections,18,250.19999313354492,-4.319995880126953,Austria,Piccolo und mehr
10490,1997-03-31,Raclette Courdavault,Dairy Products,60,2640.0,607.8000640869141,Venezuela,HILARION-Abastos
10490,1997-03-31,Scottish Longbreads,Confections,30,300.0,47.39999771118164,Venezuela,HILARION-Abastos
